composition,band_gap
Al2Cr2Fe2O8,1.4767
Al1Cu1P2Se6,0.8799
Al2Cu2Br8,2.1451
Al2Cu2Cl8,2.5112
Al1Cu1Ge1Se4,0.8904999999999991
Al2Cu2O4,1.8148
Al2Cu2S4,1.6756
Al2Cu2Se4,0.8921999999999991
Al2Cu2Sn2S8,0.712699999999999
Al1Cu1Sn1Se4,0.551299999999999
Al2Cu2Te4,1.0186
Al4Fe4P4O20,0.5231
Al1Ga1As2,0.700499999999999
Al2H6,2.197699999999999
Al2I2Cl12,2.291
Al6In6S18,2.081299999999999
Al6In6Se18,1.6333000000000002
Al2Ni2Ag4F14,1.9697
Al1P1,1.6294
Al8P16I72,1.686
Al4P4I32,1.4878
Al2P2S8,2.8338
Al2S2Cl14,2.4961
Al1Sb1,1.2255
Al4Sb8Se8Cl16,1.121999999999999
Al8Sb16Te16Cl32,1.0432
Al1Sb1O4,1.6178
Al2Se2Cl14,2.5979
Al2Si2Te6,1.2504
Al2Te2I14,1.8846
Al2V4O8,0.2716
Al4V8O16,0.161999999999999
Al4V4Mo4O28,2.3841
As2Br6F12,1.6272
As2I6F12,1.3305
As2I4F12,0.5218
As16S64F96,1.2407
As1S24I3,2.0753
As8O20,1.426
As8P8S28,2.6841
As8Rh4,0.2625
As4Ru2,0.4492
As8S12,1.9873
As8Se12,1.4466
As4Cl8F12,2.8871
As4Cl12O4,2.5284
As4Cl4O4F32,2.8596
As2I6,2.2375
As2I10F12,1.4099
As4I4F48,0.649
As4Kr4F28,2.4978
As1N1O2F6,2.7442
As4P4O20,2.0204
As4Rh4S4,1.2237
As4Rh4Se4,0.9137
As4Ru4S4,0.9146
As16S16,1.9674
As4S4Br12F24,2.5087
As4S4I8F24,1.1714
As16Se16,1.367999999999999
As4Se4Br12F24,2.5724
As4Se4I12F24,1.4197
As4Se12Cl12F24,1.9559
As2Se12I2F12,1.577
As4Se4I4,1.2345
As6Xe12F54,1.596099999999999
As4Xe4F44,2.0307
As4Xe4F28,2.8699
B40H52I4,2.5463
B40H56S4,2.5518
B100S150,2.526399999999999
B12As2,2.6454
B12O2,1.856399999999999
B12P2,2.4757
B72H88,2.9653
B2Cl2O4F8,1.9592
B2I6,2.6901
B4N4F32,2.9979
B1P1,1.243499999999999
B4P4I12Br12,1.9673
B4P4Br24,2.7247
B1P1S4,2.276
B16S32,2.5677
B8Se16,1.771199999999999
Ba4Ag24O16,0.9577999999999992
Ba4Ag8Te8,0.673299999999999
Ba2Al4Te8,1.5444
Ba2As4O12,2.7763
Ba2B4S8,2.7453000000000003
Ba2B4Se12,1.7096
Ba2Be4N4,1.178999999999999
Ba1Cd2As2,0.157599999999999
Ba1Cd2P2,0.6835999999999991
Ba2Cu4O4,1.386299999999999
Ba4Cu8S8,0.9028
Ba8Fe16Br64,0.9257
Ba4Fe8O16,1.7417999999999991
Ba4Ga8As8,1.3062
Ba4Ga8P8,1.427699999999999
Ba12Ga24S48,2.9088000000000003
Ba8Ga16Sb16,0.0277
Ba2Ga4Se8,1.8578
Ba1Ga2Te4,0.5291
Ba4Ge8As8,0.028599999999999
Ba4Ge8P8,0.5134000000000001
Ba4In8P8,0.250899999999999
Ba8In16S32,2.2042
Ba8In16Se32,1.572
Ba2In4Te8,0.9642
Ba1Mg2As2,1.0689
Ba1Mg2P2,1.1366
Ba1Mg2Sb2,0.8466
Ba12Mo24N48,0.0433
Ba12Nb24N48,2.1524
Ba2Pd4S8,0.7791999999999991
Ba1Sb2O6,2.8606
Ba8Sb16S32,1.5472
Ba8Sb16Se32,1.1026999999999991
Ba4Sc8Te16,0.5092999999999991
Ba12V24N48,1.562399999999999
Ba4Y8S16,1.7564000000000002
Ba4Y8Se16,1.4872
Ba4Y8Te16,1.293499999999999
Ba4Zn8As8,0.2974
Ba10I1Br4N5,1.125899999999999
Ba13Si6Sn8As22,0.7270000000000001
Ba56Al4Sb44,0.7923999999999991
Ba30Zr28Se84,0.2641
Ba32Nb10N38,1.777
Ba8In20As20,0.2213
Ba84Cd16Sb72,0.731399999999999
Ba6Al3Cu6F33,0.843399999999999
Ba8Al4In4O20,2.0183
Ba16As16S40,1.6148999999999991
Ba8As8Se20,1.155
Ba8B16Se52,1.332999999999999
Ba24B12N24Cl12,2.7533000000000003
Ba2Br1N1,1.1377
Ba4Ca2Pd6O12,1.4866
Ba16Ca8Mo8N32,2.412699999999999
Ba2Ca1Mo1O6,2.258
Ba2Ca1Se1O6,2.01
Ba2Ca1Te1O6,2.9976000000000003
Ba2Cd1B2O6,2.821899999999999
Ba4Cd2As4,0.390299999999999
Ba4Cd2Ge4O14,2.9166
Ba2Cd1Mo1O6,2.5376000000000003
Ba8Cd4S12,2.0892
Ba8Co4Ge8O28,2.124
Ba8Co4O16,0.3179
Ba8Cr4O16,1.9086999999999992
Ba8Cu4P24O72,1.1062
Ba2Cu1P2O8,0.258499999999999
Ba8Cu8O20,0.7110000000000001
Ba2Cu1Br1O2,2.307299999999999
Ba2Cu1Cl1O2,2.3029
Ba4Cu2F12,0.8501000000000001
Ba8Cu4I4O8,2.2608
Ba4Cu2Mo4F28,1.4195
Ba4Fe2Mo2O12,0.9037
Ba8Fe4O16,1.9953999999999992
Ba8Ga8S20,2.8977
Ba8Ga4As4Se20,1.870299999999999
Ba16Ga8S32,1.8917
Ba8Ga4Sb4S20,2.396699999999999
Ba8Ga4Sb4Se20,1.806699999999999
Ba4Ge2Te4Se4,0.8477000000000001
Ba8Ge8Se20,1.4401000000000002
Ba8Ge8Te20,0.6240999999999991
Ba8Ge4As8,0.578599999999999
Ba8Ge4P8,0.6808999999999991
Ba8Ge4S16,2.2853
Ba4Ge2Se8,1.4121
Ba2H3I1,2.2391
Ba2H6Ru1,1.8699
Ba4In4O10,0.919
Ba16In16S40,1.8678999999999992
Ba4In2Br2O6,1.8236999999999992
Ba4In2Cl2O6,1.914499999999999
Ba2In1Cu1O4,1.110799999999999
Ba4In2Ga2O10,1.414499999999999
Ba4In2O6F2,2.046699999999999
Ba6In3Ru3O18,0.3628
Ba2In1Sb1O6,0.523999999999999
Ba4In2Sb2Se10,0.768
Ba8Li4Ge12,0.0776
Ba8Li4Si12,0.0921
Ba2Mg1H6,2.8864
Ba2Mg1Mo1O6,2.2648
Ba8Mn4As8O32,2.7135
Ba4Mn4Cu2F28,1.1457
Ba16Mn16Si16O72,1.9934
Ba4Mn6Se12O36,0.9861
Ba8Mn4Ge8O28,2.434299999999999
Ba4Mn2Mo2O12,1.265399999999999
Ba8Mn4O12,1.4139
Ba8Mn4Te12,0.825199999999999
Ba8Mn4Te4O24,0.9485999999999992
Ba2N1Cl1,1.1077
Ba2Na1I1O6,2.2417
Ba2Nb6Te2O21,2.1563
Ba8Nb4Cr4O24,1.582399999999999
Ba4Nb2Fe2O12,1.455
Ba8Nb4N12,1.9547999999999992
Ba2Nb1Rh1O6,0.8889
Ba4Ni2Mo2O12,2.3514
Ba4P14Br2,1.6528
Ba4P14I2,1.766299999999999
Ba2P1Cl1,1.2602
Ba4Pd2F12,1.7554
Ba8Sb8O20,2.5904
Ba16Sb24,0.3248
Ba4Sc4O10,2.851399999999999
Ba2Sc1Cu1O4,2.0282
Ba2Sc1Nb1O6,2.5719000000000003
Ba8Si12Ag4,0.051099999999999
Ba4Si10N16,2.881599999999999
Ba4Si2Se8,2.278399999999999
Ba4Si2Te8,1.1029
Ba2Sn1O4,2.442199999999999
Ba8Sn4S12F8,2.4412000000000003
Ba8Sn4S16,1.955099999999999
Ba8Sn4Se12F8,2.0002
Ba8Sn4Se16,1.264599999999999
Ba32Sn16Se80,1.0872
Ba2Sr1Se1O6,2.3123
Ba4Te2O2,1.783
Ba8Ti4S16,2.096799999999999
Ba4V2Si4O16,2.6343
Ba2V2Cu1F12,0.7418
Ba4V6H2O18,1.9502
Ba8V16Cd12O60,2.9086
Ba2V1Cu2F12,0.6976000000000001
Ba8V4N12,1.3876
Ba8V4O16,1.5455
Ba8V4P8O36,2.5501
Ba2Y1Ag5S6,1.365799999999999
Ba8Y4Co4O20,1.5617
Ba8Y4Fe4O20,2.8847
Ba2Y1Nb1O6,2.8514
Ba2Y1Ru1O6,0.0903
Ba4Zn2As4,0.6404000000000001
Ba2Zn1Mo1O6,2.385199999999999
Ba2Zn1N2,0.4771
Ba8Zn4O12,2.6704
Ba8Zn4S12,2.0208
Ba4Zn2Sb4,0.2922
Ba2Zn1Te1O6,0.444399999999999
Ba2Zr6B1Cl17,1.0883
Ba2Zr1O4,2.9787999999999992
Ba12Al8As16,1.0493
Ba12Al8N16,1.566199999999999
Ba12Al8P16,1.2821999999999991
Ba12B8N16,2.5859
Ba6Ga4S12,2.678199999999999
Ba6In4P8,1.1092
Ba12Na8Sb16,0.700399999999999
Ba12P8S32,2.533599999999999
Ba9Sb6O18,2.9311
Ba6Si8P12,0.405299999999999
Ba6Si4As8,0.8265
Ba12Sn8As16,0.851499999999999
Ba12Sn8P16,0.9956
Ba18Al18As30,1.293599999999999
Ba18Al18P30,1.4661
Ba12Al4As12,0.6837999999999991
Ba12Al4P12,0.670099999999999
Ba12Al4Sb12,0.555099999999999
Ba6As28,1.2631
Ba6B2As2O6,1.523299999999999
Ba6B2P2O6,1.4667
Ba6Ca4Si4N12,1.565
Ba12Ca12Mo8N32,2.2313
Ba3Ca1Nb2O9,2.646
Ba6Co2C6N6,0.7976999999999991
Ba6Cr4O16,1.1478
Ba6Cr4O16,0.3043
Ba6Fe4Br4O10,2.4063
Ba6Fe4Cl4O10,2.4471
Ba6Fe4Te2O18,1.701299999999999
Ba18Ga18P30,1.2456
Ba24Ga8As24,0.6858000000000001
Ba6Ga2N6,0.361899999999999
Ba12Ga4P12,0.601
Ba24Ga8Sb24,0.3414
Ba12Ge4O4,0.153
Ba12Ge4S20,2.0632
Ba3In2Mo1O9,1.8273
Ba3In2O6,0.598399999999999
Ba12In4As12,0.5236000000000001
Ba3Mg1Nb2O9,2.647999999999999
Ba6Mg2Sb4O18,2.6494
Ba6Mn4O16,1.6908999999999992
Ba12Mn4Nb8O36,1.7737999999999992
Ba6Mn2Sb4O18,1.5103
Ba6Mo4P8O36,2.391499999999999
Ba24Mo8N32,1.9187999999999992
Ba6Na6C10O30,0.007099999999999
Ba6Na2Ru2O12,0.528099999999999
Ba6Na2Sb2O12,2.8068
Ba3Nb2Cd1O9,2.8138
Ba12Nb8Ni4O36,2.680799999999999
Ba3Nb2Zn1O9,2.7287
Ba3Nb6Si4O26,2.281
Ba12Nb4As12O4,1.255
Ba6P28,1.8930999999999991
Ba24P16,0.250799999999999
Ba6P8,0.483899999999999
Ba6Rh2C6N6,0.626599999999999
Ba6Ru2N6,0.6312000000000001
Ba12Sb8O4,0.359399999999999
Ba12Sb8S28,1.9021999999999992
Ba12Sb8Se28,0.9106
Ba12Sb16O4,0.301299999999999
Ba12Sb4I12,1.4021
Ba6Sb2N2,0.455499999999999
Ba12Si4I8,0.2502
Ba12Si4O4,0.421699999999999
Ba6Sn4O14,2.4833
Ba6Sn4O14,1.820699999999999
Ba12Sn8S28,2.3703
Ba6Te4O18,2.381599999999999
Ba6Ti2Fe4O18,0.2463
Ba6V8P12O48,2.037899999999999
Ba6V8O26,2.9577
Ba6Y4Mo2O18,1.569
Ba6Zn10In4O22,1.772599999999999
Ba6Zn2Sb4O18,1.968499999999999
Ba3Zr2O7,2.6976
Ba12Zr8S28,1.005799999999999
Ba6Zr12Be2Cl36,1.0135
Ba4As2O1,0.669299999999999
Ba32Ge8As32,0.8220000000000001
Ba32Ge8P32,1.0088
Ba8In4Te4S10,2.0642
Ba16In4Ag4S24,1.6864
Ba4In1Sb1O8,2.3682
Ba4Li1Sb3O12,1.454399999999999
Ba8Li4Cd6As12,0.349899999999999
Ba8Li4Cd6P12,0.4853
Ba16Li4Mo8N28,1.842999999999999
Ba8Li2Nb6O24,2.579799999999999
Ba8Mg2Si4N12,1.6168
Ba4Na1B3N6,2.0441
Ba4Na1Sb3O12,1.5158
Ba16Nb4Fe4O32,2.7302
Ba8P4O2,1.0411
Ba32P24,0.7701
Ba8Pd2O12,1.273
Ba4Sb2O1,0.6382000000000001
Ba8Sb4O18,2.8294
Ba16Sb16Se44,1.138399999999999
Ba4Sc2Cu2O9,0.5834
Ba16Si12Br8,0.432199999999999
Ba32Si8As32,1.0362
Ba32Si8P32,1.0893
Ba8Si2Sb4Se22,0.868599999999999
Ba8Sn6O20,1.404399999999999
Ba8Ti26O60,2.529499999999999
Ba32Ti8As32,1.0537
Ba32Ti8P32,1.0636
Ba10Ga12H4,0.6019000000000001
Ba10Ga12H4,0.373499999999999
Ba20I8O48,2.4411
Ba20In16Sb24,0.4508
Ba10Ru4O20,0.228099999999999
Ba10Ti4N12,1.4748
Ba20Al4Ru8O44,0.0786
Ba10Cr6Cl2O24,1.0844
Ba10Cr6O24F2,1.0051
Ba10Cr6O26,0.699299999999999
Ba10Cr2N10,0.1251
Ba15Cu12Cl3F51,0.106199999999999
Ba20Ga4Ru8O44,0.0642
Ba10Li4Te6O30,1.211199999999999
Ba10Mn6Cl2O24,1.7323
Ba10Mn6O24F2,1.8397
Ba10Mn10O28,1.0239
Ba10Na4Ru6O28,0.1436
Ba10Nb6O6F40,0.7117
Ba5Nb4O15,2.5999
Ba10P8,0.9422
Ba10Ru4Br4O18,0.4718
Ba10Sb8,0.264899999999999
Ba10V10O28,1.324899999999999
Ba6Cu11F34,0.2531
Ba6Mg7H26,2.9959
Ba12Na2Cu6Te28,0.6019999999999991
Ba24Nb16S52O12,2.3692
Ba24Si100,0.043199999999999
Ba24Sn24Se52,9.999999999976698e-05
Ba12Sn14S40,1.3643
Ba12Ti10S30O2,0.696499999999999
Ba12Y4Co8O30,1.209299999999999
Ba12Y4Fe8O30,2.4647
Ba12Y4Ti8O34,2.6243
Ba14B8S26,2.5225
Ba14B8Se26,2.1858
Ba7Ca2Mn5O20,0.7955000000000001
Ba14Cu6H34,1.4921
Ba7Mn1Fe6F34,2.1105
Ba14Sc12Al4O38,2.420699999999999
Ba14Sr10Mo8N32,2.0781
Ba32B20N40F4,2.308
Ba8Mn8O21,0.8045
Ba8P5Br1,1.308799999999999
Ba8Sb4H2O1,0.636999999999999
Ba32Sb24S68,1.687999999999999
Ba8Si43Ni3,0.028699999999999
Ba32Si24Sn4,0.258899999999999
Ba64Sn32S120,2.0442
Ba1Ag2Ge1S4,0.5960999999999991
Ba1Ag2Ge1Se4,0.035
Ba1Ag2Sn1S4,0.3679
Ba1Ag2Sn1Se4,0.065399999999999
Ba2Ag2P2,0.1217
Ba2Ag2S2F2,1.4324
Ba2Ag2Sb2,0.0415
Ba4Ag4Sb4S12,1.422899999999999
Ba2Ag2Se2F2,1.269299999999999
Ba2Ag2Te2F2,1.510999999999999
Ba1Al1Ge1H1,0.7492999999999991
Ba4Al4H20,2.7537000000000003
Ba1Al1Si1H1,0.709299999999999
Ba6As12,0.414499999999999
Ba1As2Xe5F22,2.601099999999999
Ba4B4Sb4S16,2.3423
Ba1C1N2,2.8508
Ba4Ca16Co8N16,0.2914
Ba4Ca16Cu8N16,0.218799999999999
Ba4Ca4Ge4,0.181299999999999
Ba4Ca4Si4,0.1767
Ba4Ca4Sn4,0.2437
Ba2Cd2As4O14,2.5654
Ba2Cd2As2F2,0.9586
S32Ge8Cd8Ba8,2.6727
Ba4Cd4O8,0.9746999999999992
Ba2Cd2Sb2F2,0.289699999999999
Ba8Cd8Sn8S32,2.196399999999999
Ba2Co4P4O16,2.284099999999999
Ba4Co8Si8O28,0.044799999999999
Ba3Co3O6,0.3967
Ba2Co2P4O14,2.418199999999999
Ba4Cr8O16,2.2386
Ba8Cr16O56,2.6252
Ba4Cr4N8,0.0102
Ba4Cr4O16,2.9695
Ba2Cr2P4O14,0.0343
Ba2Cu2Se4O12,0.3659
Ba3Cu6Ge3S12,0.973599999999999
Ba3Cu6Ge3Se12,0.3567
Ba3Cu6Sn3S12,0.384299999999999
Ba2Cu4Sn2Se8,0.452999999999999
Ba2Cu8S6,0.030799999999999
Ba4Cu4As8O28,0.6804999999999991
Ba2Cu2Se2F2,1.4265
Ba2F6,0.7896000000000001
Ba1Fe2P4O14,1.7887
Ba2Fe4P4O16,2.1328
Ba2Fe4Se8O24,1.8294
Ba2Fe6P6O24,1.1157
Ba1Ga2Ge1S6,2.7663
Ba2Ga8O14,2.5768
Ba2Ga8S14,2.58
Ba1Ga1Ge1H1,0.0661
Ba1Ga1Si1H1,0.4792
Ba1Ga1Sn1H1,0.0524
Ba8Ge16,0.5255000000000001
Ba4Ge8S20,2.277999999999999
Ba2Ge14N20,2.1552
Ba16Ge16N32,2.4971
Ba8Ge8S24,2.4497
Ba4H8,2.8697
Ba2H2I2,2.811099999999999
Ba2In2Cu2F14,1.3409
Ba2Li2B6S12,2.8597
Ba4Li8Ti24O56,2.9428
Ba1Li1As1,0.5928
Ba4Li4B4S12,2.1532
Ba1Li1H3,2.2146
Ba2Li2P2,0.9631
Ba2Li2Sb2,0.6946999999999991
Ba1Mg2Fe1H8,1.447099999999999
Ba2Mg4H16Ru2,1.910699999999999
Ba4Mg4Cu4F28,0.2498
Ba4Mg4V4F28,2.529
Ba4Mn8Si8O28,2.6464
Ba4Mn8V8O32,2.2123
Ba2Mn16O32,0.772899999999999
Ba4Mn4F20,2.639
Ba3Mn3O9,0.8952999999999991
Ba8Mn8Sn8Se32,0.9066
Ba1Mo1P2O8,1.704199999999999
Ba2Mo4P6O28,1.869699999999999
Ba2Mo4Se4O22,2.5898
Ba12Na12,0.087899999999999
Ba3Na3P3,0.8555
Ba8Na8V8F48,2.5539
Ba4Na4V4S16,1.5001
Ba2Nb4O12,2.6146000000000003
Ba1Nb2V2O11,2.1233
Ba1Nb2Xe5F22,2.6409
Ba4Nb32O56,0.325099999999999
Ba2Ni4As4O16,2.8416
Ba1Ni1F6,0.4727
Ba2Ni2O6,1.469199999999999
Ba1O1,2.0906
Ba1O2,2.2352
Ba6P12,0.5585999999999991
Ba4P8Xe16F80,2.702499999999999
Ba4P8Pd4O28,0.7159999999999991
Ba2P6,0.5735
Ba4P4Pd4,0.295599999999999
Ba4P4Se12,2.1651
Ba1Pd1I4O12,1.905799999999999
Ba2Pd2Se4O12,1.6510999999999991
Ba2Pd2F8,1.4527
Ba2Pd2S4,0.3649
Ba1Ru2Xe5F22,1.239299999999999
Ba6Ru6O30,0.895899999999999
Ba1S1,2.1488
Ba2S4,1.598199999999999
Ba2S6,1.391299999999999
Ba1Sb2Xe5F22,2.5745
Ba2Sb2Cl2O4,2.881
Ba8Sb8Te24,0.620699999999999
Ba8Sc24Ag8S48,1.4793999999999992
Ba2Sc2Cu2S6,0.8353
Ba1Se1,1.948799999999999
Ba2Se4,0.6166
Ba2Se6,0.926
Ba8Si16,0.7812999999999991
Ba2Si18Rh4,0.1793
Ba4Si4N8,2.9202
Ba2Sn2Ge6O18,2.7866
Ba2Sn4H4O8,2.102
Ba6Sn12S18,1.569499999999999
Ba1Sn1O3,0.372399999999999
Ba4Sn4S8,1.638
Ba1Sr3Co4O12,0.0437
Ba1Te1,1.593
Ba2Te4,0.1253
Ba2Te6,0.8198000000000001
Ba2Te2O6,2.7149
Ba4Te4O16,2.1894
Ba4Te4S12,1.9088
Ba1Ti1As2O8,2.4211
Ba1Ti1I6O18,2.7339
Ba1Ti1P2O8,2.592399999999999
Ba4Ti4S24O84,2.7332
Ba4Ti8O20,2.8033
Ba1Ti1O3,2.293
Ba2V20O30,0.8558000000000001
Ba1V2Ni2O8,0.016199999999999
Ba2V4P8O28,2.0462
Ba3V6O18,2.878
Ba4V8Te4O32,2.6938
Ba4V4As4O24,2.6697
Ba4V4Cd4F28,2.5315
Ba4V4Cl4O12,2.3925
Ba4V4O4F16,2.7946
Ba4V4P4O24,2.469
Ba4V4Zn4F28,2.5205
Ba2Y2Ag2Se6,1.3282
Ba2Y2Ag2Te6,0.7675000000000001
Ba2Y2Cu2S6,1.1779
Ba2Y2Cu2Se6,0.9653
Ba2Y2Cu2Te6,0.5313999999999991
Ba8Y8Fe8O32,1.7746
Ba2Y2Si8N14,2.7321
Ba4Zn4Ag4F28,0.3827
Ba2Zn2As2F2,0.247099999999999
Ba4Zn4Cu4F28,0.7594000000000001
Ba3Zn3O6,2.2724
Ba2Zn2S2O2,2.2367
Ba8Zn8Sn8S32,2.271099999999999
Ba2Zn2Te4O14,1.6684
Ba2Zr2N4,0.9972
Ba4Zr4S12,0.99
Ba4Zr4Se12,0.372599999999999
Be6Ga12O24,2.8899
Be2C1,1.163699999999999
Be4Co2N4F28,0.662999999999999
Be24P16,0.8891
Be4Te1O7,1.280699999999999
Be12Ag12P12O48,2.8716
Be4Cr8O16,2.8371
Be2Ge2As4,0.6522999999999991
Be2Ge2P4,0.9023
Be8P16,0.836199999999999
Be1Se1,2.663699999999999
Be2Si2As4,1.0226
Be2Si2P4,1.1502
Be2Sn2As4,0.6936999999999991
Be1Te1,2.017299999999999
Br16O24,1.7587000000000002
Br12N4O16F40,1.5015
Br2Cl2,1.783
Br2Cl2,1.7759
Br2F6,2.211
Br4N4O12,2.208
Br2O4F2,2.897999999999999
C4Se16Br8,1.5997
C72N84Cl36,2.7092
C16Br64,2.9265
C1S14,2.5569
Ca2Ag4O8,0.9283
Ca2Al4Se8,2.8458
Ca2B4C4,0.475099999999999
Ca1Be2As2,0.6613999999999991
Ca2Be4N4,2.0774
Ca1Be2P2,0.7359
Ca1Cd2As2,0.216399999999999
Ca1Cd2P2,0.8195999999999991
Ca1Cd2Sb2,0.102
Ca4Co8O16,1.6139
Ca2Cu4O8,0.6713
Ca2Ga12Te20,0.7370000000000001
Ca1Ga2As2,0.681
Ca2Ga4P4,0.1778
Ca8Ga16S32,2.747099999999999
Ca8Ga16Se32,1.922499999999999
Ca4H16N8,2.6985
Ca2In4P4,0.4085
Ca1Mg2As2,1.2605
Ca1Mg2Sb2,0.7931
Ca4Rh8O16,0.823399999999999
Ca1Sb2O6,2.6943
Ca4Sc8S16,1.286299999999998
Ca4Y8S16,1.5361
Ca1Zn2As2,0.3873
Ca1Zn2N2,0.6376000000000001
Ca1Zn2P2,0.875
Ca22Al2Sb18,1.176599999999999
Ca22Ga2Sb18,1.0841
Ca22In2Sb18,0.8472000000000001
Ca44Sn12C32,0.6589
Ca56Al4Sb44,0.5897
Ca56Ga4As44,0.597399999999999
Ca56Mn4P44,0.0095
Ca19Mg8H54,2.9263
Ca42Zn8As36,0.9742
Ca42Zn8Sb36,0.6327
Ca8Al8Sn8O36,2.8373
Ca8Al4V4O20,1.610399999999999
Ca4As8Xe10F68,2.868699999999999
Ca2As1I1,1.5566
Ca8B4N8F4,2.9265
Ca2Br1N1,2.4254
Ca4Cd2As4,0.8529999999999991
Ca4Cd2P4,1.2927
Ca8Cd4Sb8,0.318999999999999
Ca8Co4Te4O24,1.6102999999999992
Ca8Cu8O20,0.9862
Ca8Fe8O20,0.8630999999999991
Ca2Fe1H6,1.500299999999999
Ca8Fe4Sb4O24,1.4857
Ca2Ge1,0.5756
Ca8Ge4S16,2.5311
Ca2H6Ru1,2.4473000000000003
Ca8H4N4,1.6356000000000002
Ca4I2N2,2.348499999999999
Ca2Mn3O8,1.501399999999999
Ca2N1Cl1,2.371
Ca48N24F24,1.1658
Ca8Nb4Cr4O24,2.7637
Ca8Nb4Fe4O24,2.087099999999999
Ca8Nb4N12,1.783599999999999
Ca2P1I1,1.6997
Ca8P4N12,2.601800000000001
Ca4Sb4O14,1.743399999999999
Ca8Sb8S20,1.6811999999999991
Ca2Si1,0.320999999999999
Ca8Sn4,0.0559
Ca8Sn4N8,0.024199999999999
Ca4Sn2O8,2.7198
Ca8Sn4S16,2.2605
Ca2Ti3O8,2.7744
Ca4V4O14,2.9553000000000003
Ca2V3O8,1.496299999999999
Ca8V4N12,1.651199999999999
Ca4Zn4Cu2P6,0.2778
Ca2Zn1N2,0.7618
